59	เดิม	AJ	VATT	I_CLS	I_SENT	N	-	-
60	สร้าง	VV	VACT	I_CLS	I_SENT	N	-	-
61	_	PU	NCMN	I_CLS	I_SENT	N	-	-
62	40	NU	DCNM	I_CLS	I_SENT	N	-	-
63	_	PU	PUNC	I_CLS	I_SENT	N	-	-
64	ชั้น	CL	CNIT	I_CLS	I_SENT	N	-	-
65	_	PU	NCMN	I_CLS	I_SENT	N	-	-
66	30,000	NU	NCNM	I_CLS	I_SENT	N	-	-
67	_	PU	PUNC	I_CLS	I_SENT	N	-	-
68	ห้อง	CL	NCMN	I_CLS	I_SENT	N	-	-
69	ใช้	VV	VACT	I_CLS	I_SENT	N	-	-
70	งบ	NN	NCMN	I_CLS	I_SENT	N	-	-
71	_	PU	NCMN	I_CLS	I_SENT	N	-	-
72	3	NU	NCNM	I_CLS	I_SENT	N	-	-
73	_	PU	PUNC	I_CLS	I_SENT	N	-	-
74	หมื่น	NU	CNIT	I_CLS	I_SENT	N	-	-
75	ล้าน	NU	DCNM	I_CLS	I_SENT	N	-	-
76	บาท	CL	NCMN	E_CLS	I_SENT	N	-	-

77	เตรียม	VV	VACT	B_CLS	B_SENT	N	-	-
78	นัด	VV	NCMN	I_CLS	I_SENT	N	-	-
79	คุย	VV	NCMN	I_CLS	I_SENT	N	-	-
80	การ	FX	FIXN	I_CLS	I_SENT	N	-	-
81	เคหะ	NN	VACT	I_CLS	I_SENT	N	-	-
82	สัปดาห์	CL	NCMN	I_CLS	I_SENT	N	-	-
83	หน้า	AJ	VATT	I_CLS	I_SENT	N	-	-
84	(	PU	PUNC	I_CLS	I_SENT	N	-	-
85	1	NU	NCNM	I_CLS	I_SENT	N	-	-
86	_	PU	PUNC	I_CLS	I_SENT	N	-	-
87	ก.ย.	NN	CMTR	I_CLS	I_SENT	N	-	-
88	)	PU	PUNC	I_CLS	I_SENT	N	-	-
89	_	PU	PUNC	I_CLS	I_SENT	N	-	-
90	นาย	NN	NTTL	I_CLS	I_SENT	N	-	-
91	วัฒนา	NN	NPRP	I_CLS	I_SENT	N	-	-
92	_	PU	NCMN	I_CLS	I_SENT	N	-	-
93	เมืองสุข	NN	NCMN	I_CLS	I_SENT	N	-	-
94	รัฐมนตรี	NN	NCMN	I_CLS	I_SENT	N	-	-
95	ว่าการ	VV	NCMN	I_CLS	I_SENT	N	-	-
96	กระทรวง	NN	NCMN	I_CLS	I_SENT	N	-	-
97	การ	FX	FIXN	I_CLS	I_SENT	N	-	-
98	พัฒนา	VV	VACT	I_CLS	I_SENT	N	-	-
99	สังคม	NN	NCMN	E_CLS	I_SENT	N	-	-
100	และ	CC	JCRG	B_CLS	I_SENT	N	-	-
101	ความ	FX	FIXN	I_CLS	I_SENT	N	-	-
102	มั่นคง	VV	VSTA	I_CLS	I_SENT	N	-	-
103	ของ	PS	RPRE	I_CLS	I_SENT	N	-	-
104	มนุษย์	NN	NCMN	I_CLS	I_SENT	N	-	-
105	_	PU	NCMN	I_CLS	I_SENT	N	-	-
106	(	PU	PUNC	I_CLS	I_SENT	N	-	-
107	พม.	NN	NCMN	I_CLS	I_SENT	N	-	-
108	)	PU	PUNC	I_CLS	I_SENT	N	-	-
109	_	PU	NCMN	I_CLS	I_SENT	N	-	-
110	กล่าว	VV	VACT	I_CLS	I_SENT	N	-	-
111	ถึง	PS	RPRE	E_CLS	I_SENT	N	-	-
112	กรณีที่	CC	NCMN	B_CLS	I_SENT	N	-	-
113	ประชุม	VV	VACT	I_CLS	I_SENT	N	-	-
114	คณะ	NN	NCMN	I_CLS	I_SENT	N	-	-
115	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-	-
116	ป้องกัน	VV	VACT	I_CLS	I_SENT	N	-	-
117	อุบัติภัย	NN	NCMN	I_CLS	I_SENT	N	-	-
118	แห่ง	PS	RPRE	I_CLS	I_SENT	N	-	-
119	ชาติ	NN	NCMN	I_CLS	I_SENT	N	-	-
120	_	PU	PUNC	I_CLS	I_SENT	N	-	-
121	(	PU	PUNC	I_CLS	I_SENT	N	-	-
122	กปอ.	NN	NCMN	I_CLS	I_SENT	N	-	-
123	)	PU	PUNC	E_CLS	I_SENT	N	-	-

124	มี	VV	VSTA	B_CLS	B_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
125	มติ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
126	ให้	AX	RPRE	I_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
127	หน่วยงาน	NN	NCMN	E_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
128	ที่	CC	PREL	B_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
129	เกี่ยวข้อง	VV	VSTA	I_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
130	ไป	AV	XVAE	I_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
131	ประชุม	VV	VACT	I_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
132	ด่วน	VV	JSBR	E_CLS	I_SENT	N	-	arg1[133]|arg1[142]|arg1[155]
133	เพื่อ	CC	JSBR	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-	arg1[142]|arg1[155]
134	หา	VV	VACT	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
135	ข้อ	NN	NCMN	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
136	สรุป	VV	VACT	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
137	ภายใน	PS	RPRE	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
138	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
139	7	NU	DCNM	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
140	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
141	วัน	CL	CMTR	E_CLS	I_SENT	N	-	arg2[133]|arg1[142]|arg1[155]
142	ก่อน	CC	RPRE	B_CLS	I_SENT	Temporal.Asynchronous.Precedence	-	arg1[155]
143	แจ้ง	VV	VACT	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
144	ให้	AX	JSBR	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
145	ประชาชน	NN	NCMN	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
146	ใน	PS	RPRE	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
147	แฟลต	NN	NCMN	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
148	ดินแดง	NN	NCMN	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
149	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
150	45,000	NU	DCNM	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
151	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
152	คน	CL	CNIT	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
153	ย้าย	VV	VACT	I_CLS	I_SENT	N	-	arg2[142]|arg1[155]
154	ออก	AV	XVAE	E_CLS	I_SENT	N	-	arg2[142]|arg1[155]

155	หลัง	CC	ADVN	B_CLS	B_SENT	Temporal.Asynchronous.Succession	-	-
156	พบ	VV	VACT	I_CLS	I_SENT	N	-	arg2[155]
157	อันตราย	NN	NCMN	I_CLS	I_SENT	N	-	arg2[155]
158	กว่า	AV	JCMP	I_CLS	I_SENT	N	-	arg1[184]
159	ร้อย	NU	NCMN	I_CLS	I_SENT	N	-	arg1[184]
160	ละ	PS	RPRE	I_CLS	I_SENT	N	-	arg1[184]
161	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[184]
162	60	NU	DCNM	I_CLS	I_SENT	N	-	arg1[184]
163	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[184]
164	ใช้	VV	VACT	I_CLS	I_SENT	N	-	arg1[184]
165	งาน	NN	NCMN	I_CLS	I_SENT	N	-	arg1[184]
166	เกิน	VV	ADVN	I_CLS	I_SENT	N	-	arg1[184]
167	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[184]
168	30	NU	DCNM	I_CLS	I_SENT	N	-	arg1[184]
169	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[184]
170	ปี	CL	CMTR	E_CLS	I_SENT	N	-	arg1[184]
171	ว่า	CC	JSBR	B_CLS	I_SENT	N	-	arg1[184]
172	แฟลต	NN	NCMN	I_CLS	I_SENT	N	-	arg1[184]
173	ดินแดง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[184]
174	มี	VV	VSTA	I_CLS	I_SENT	N	-	arg1[184]
175	ความ	FX	FIXN	I_CLS	I_SENT	N	-	arg1[184]
176	จำเป็น	VV	VSTA	E_CLS	I_SENT	N	-	arg1[184]
177	ที่	CC	PREL	B_CLS	I_SENT	N	-	arg1[184]
178	จะ	AX	XVBM	I_CLS	I_SENT	N	-	arg1[184]
179	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-	arg1[184]|arg1[181]
180	พัฒนา	VV	VACT	E_CLS	I_SENT	N	-	arg1[184]|arg1[181]
181	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-	arg1[184]
182	สร้าง	VV	VACT	I_CLS	I_SENT	N	-	arg1[184]|arg2[181]
183	ใหม่	VV	ADVN	E_CLS	I_SENT	N	-	arg1[184]|arg2[181]

184	เพราะ	CC	JSBR	B_CLS	B_SENT	Contingency.Cause.Reason	-	-
185	สร้าง	VV	VACT	I_CLS	I_SENT	N	-	arg2[184]|arg1[192]
186	มา	AV	XVAE	I_CLS	I_SENT	N	-	arg2[184]|arg1[192]
187	ตั้งแต่	PS	RPRE	I_CLS	I_SENT	N	-	arg2[184]|arg1[192]
188	ปี	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg1[192]
189	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg1[192]
190	2502	NU	NCNM	E_CLS	I_SENT	N	-	arg2[184]|arg1[192]
191	_	PU	NCMN	O	I_SENT	N	-	arg2[184]|arg1[192]
192	ซึ่ง	CC	PREL	B_CLS	I_SENT	Expansion.GenExpansion	-	arg2[184]
193	ตาม	PS	RPRE	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
194	ลักษณะ	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
195	โครงสร้าง	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
196	เดิม	AJ	VATT	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
197	ไม่	NG	NEG	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
198	น่า	AX	VSTA	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
199	จะ	AX	XVBM	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
200	อยู่	VV	VSTA	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
201	ได้	AX	XVAE	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
202	เกิน	VV	ADVN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
203	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
204	50	NU	DCNM	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
205	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]
206	ปี	CL	CMTR	E_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg1[207]

207	และ	CC	JCRG	B_CLS	B_SENT	Expansion.Conjunction	-	arg2[184]|arg2[192]
208	สภาพ	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
209	โครงสร้าง	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
210	ใน	PS	RPRE	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
211	วัน	NN	NCMN	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
212	นี้	AJ	DDAC	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
213	ไม่	NG	NEG	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
214	ค่อย	AX	XVAM	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
215	แข็งแรง	VV	VATT	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
216	แล้ว	AV	XVAE	I_CLS	I_SENT	N	-	arg2[184]|arg2[192]|arg2[207]
217	ตึก	NN	VACT	I_CLS	I_SENT	N	-	-
218	บาง	AJ	DIBQ	I_CLS	I_SENT	N	-	-
219	ตึก	CL	NCMN	I_CLS	I_SENT	N	-	-
220	ไม่	NG	NEG	I_CLS	I_SENT	N	-	arg1[224]
221	มี	VV	VSTA	I_CLS	I_SENT	N	-	arg1[224]
222	เนื้อ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[224]
223	ปูน	NN	NCMN	E_CLS	I_SENT	N	-	arg1[224]
224	จน	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Result	-	-
225	เหล็ก	NN	VSTA	I_CLS	I_SENT	N	-	arg2[224]
226	โผล่	VV	NCMN	E_CLS	I_SENT	N	-	arg2[224]

227	"	PU	PUNC	B_CLS	B_SENT	N	-	-
228	แนว	NN	NCMN	I_CLS	I_SENT	N	-	-
229	คิด	VV	NCMN	E_CLS	I_SENT	N	-	-
230	ที่	CC	PREL	B_CLS	I_SENT	N	-	-
231	จะ	AX	XVBM	I_CLS	I_SENT	N	-	-
232	เปลี่ยนแปลง	VV	VACT	I_CLS	I_SENT	N	-	-
233	แฟลต	NN	NCMN	I_CLS	I_SENT	N	-	-
234	ดินแดง	NN	NCMN	I_CLS	I_SENT	N	-	-
235	มี	VV	VSTA	I_CLS	I_SENT	N	-	-
236	อยู่	AX	XVAE	I_CLS	I_SENT	N	-	-
237	ไม่	NG	NEG	I_CLS	I_SENT	N	-	-
238	ได้	AX	XVAM	I_CLS	I_SENT	N	-	-
239	ทำ	VV	VACT	I_CLS	I_SENT	N	-	-
240	อะไร	PR	PNTR	I_CLS	I_SENT	N	-	-
241	ยาก	VV	ADVN	I_CLS	I_SENT	N	-	-
242	หลัก	NN	NCMN	I_CLS	I_SENT	N	-	arg1[275]
243	ๆ	PU	PUNC	I_CLS	I_SENT	N	-	arg1[275]
244	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-	arg1[275]
245	ให้	VV	VACT	I_CLS	I_SENT	N	-	arg1[275]
246	สิทธิ์	NN	NCMN	I_CLS	I_SENT	N	-	arg1[275]
247	คน	CL	CNIT	I_CLS	I_SENT	N	-	arg1[275]
248	เดิม	AJ	VATT	E_CLS	I_SENT	N	-	arg1[275]
249	ที่	CC	PREL	B_CLS	I_SENT	N	-	arg1[275]
250	อยู่	VV	VSTA	I_CLS	I_SENT	N	-	arg1[275]
251	ตรง	PS	RPRE	I_CLS	I_SENT	N	-	arg1[275]
252	นั้น	AJ	DDAC	I_CLS	I_SENT	N	-	arg1[275]
253	ได้	AX	XVAM	I_CLS	I_SENT	N	-	arg1[275]
254	อยู่	VV	VSTA	I_CLS	I_SENT	N	-	arg1[275]
255	ต่อ	AV	RPRE	I_CLS	I_SENT	N	-	arg1[275]
256	ทำ	VV	VACT	I_CLS	I_SENT	N	-	arg1[275]|arg1[259]|arg1[266]
257	เป็น	VV	VSTA	I_CLS	I_SENT	N	-	arg1[275]|arg1[259]|arg1[266]
258	ที่อยู่อาศัย	NN	NCMN	E_CLS	I_SENT	N	-	arg1[275]|arg1[259]|arg1[266]
259	เพื่อ	CC	JSBR	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-	arg1[275]|arg1[266]
260	ตอบสนอง	VV	VACT	I_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
261	ข้าราชการ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
262	ของ	PS	RPRE	I_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
263	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
264	กทม.	NN	NCMN	I_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
265	แรงงาน	NN	NCMN	E_CLS	I_SENT	N	-	arg1[275]|arg2[259]|arg1[266]
266	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-	arg1[275]
267	ให้	VV	VACT	I_CLS	I_SENT	N	-	arg1[275]|arg2[266]
268	สิทธิ์	NN	NCMN	I_CLS	I_SENT	N	-	arg1[275]|arg2[266]
269	เจ้าของ	NN	NCMN	E_CLS	I_SENT	N	-	arg1[275]|arg2[266]
270	และ	CC	JCRG	B_CLS	I_SENT	N	-	arg1[275]|arg2[266]
271	ผู้	FX	PPRS	I_CLS	I_SENT	N	-	arg1[275]|arg2[266]
272	เช่า	VV	VSTA	I_CLS	I_SENT	N	-	arg1[275]|arg2[266]
273	เดิม	AJ	VATT	I_CLS	I_SENT	N	-	arg1[275]|arg2[266]
274	อยู่	AX	XVAE	E_CLS	I_SENT	N	-	arg1[275]|arg2[266]
275	ซึ่ง	CC	PREL	B_CLS	I_SENT	Expansion.GenExpansion	-	-
276	แผน	NN	NCMN	I_CLS	I_SENT	N	-	arg2[275]
277	ทั้งหมด	AJ	DDAN	I_CLS	I_SENT	N	-	arg2[275]
278	มี	VV	VSTA	I_CLS	I_SENT	N	-	arg2[275]
279	อยู่แล้ว	AV	XVAE	E_CLS	I_SENT	N	-	arg2[275]

280	ถ้า	CC	JSBR	B_CLS	B_SENT	Contingency.Condition.Arg2-As-Cond	283	arg1[287]
281	ประชาชน	NN	NCMN	I_CLS	I_SENT	N	-	arg1[287]|arg2[280]
282	ต้องการ	VV	VSTA	I_CLS	I_SENT	N	-	arg1[287]|arg2[280]
283	ก็	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-	arg1[287]
284	สามารถ	AX	XVAM	I_CLS	I_SENT	N	-	arg1[287]|arg1[280]
285	ทำ	VV	VACT	I_CLS	I_SENT	N	-	arg1[287]|arg1[280]
286	ได้	AX	XVAE	E_CLS	I_SENT	N	-	arg1[287]|arg1[280]
287	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Concession.Arg2-As-Denier	-	-
288	ที่	CC	PREL	I_CLS	I_SENT	N	-	arg2[287]|arg1[292]
289	ยัง	AX	XVBM	I_CLS	I_SENT	N	-	arg2[287]|arg1[292]
290	รอ	VV	VSTA	I_CLS	I_SENT	N	-	arg2[287]|arg1[292]
291	ไว้	AX	XVAE	E_CLS	I_SENT	N	-	arg2[287]|arg1[292]
292	เพราะ	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Reason	-	arg2[287]
293	รักษา	VV	VACT	I_CLS	I_SENT	N	-	arg2[287]|arg2[292]
294	มารยาท	NN	NCMN	I_CLS	I_SENT	N	-	arg2[287]|arg2[292]
295	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-	arg2[287]|arg2[292]
296	รักษาการ	VV	NCMN	I_CLS	I_SENT	N	-	arg2[287]|arg2[292]
297	"	PU	PUNC	I_CLS	I_SENT	N	-	-
298	นาย	NN	NTTL	I_CLS	I_SENT	N	-	-
299	วัฒนา	NN	NPRP	I_CLS	I_SENT	N	-	-
300	กล่าว	VV	VACT	E_CLS	I_SENT	N	-	-

301	นาย	NN	NTTL	B_CLS	B_SENT	N	-	-
302	วัฒนา	NN	NCMN	I_CLS	I_SENT	N	-	-
303	กล่าว	VV	VACT	E_CLS	I_SENT	N	-	-
304	ว่า	CC	JSBR	B_CLS	I_SENT	N	-	-
305	แนว	NN	NCMN	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
306	คิด	VV	VACT	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
307	ของ	PS	RPRE	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
308	เขา	PR	PPRS	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
309	ต้องการ	VV	VACT	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
310	ทำ	VV	VACT	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
311	เป็น	VV	VSTA	I_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
312	ที่อยู่อาศัย	NN	NCMN	E_CLS	I_SENT	N	-	arg1[313]|arg1[320]|arg1[365]
313	เพราะ	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Reason	-	arg1[320]|arg1[365]
314	พื้นที่	NN	NCMN	I_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]
315	ของ	PS	RPRE	I_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]
316	ดินแดง	NN	NCMN	I_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]
317	อยู่	VV	VSTA	I_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]
318	กลาง	PS	RPRE	I_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]
319	เมือง	NN	NCMN	E_CLS	I_SENT	N	-	arg2[313]|arg1[320]|arg1[365]

320	โดย	CC	JSBR	B_CLS	B_SENT	Expansion.GenExpansion	-	arg1[365]
321	อาจ	AX	XVMM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
322	จะ	AX	XVBM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
323	สร้าง	VV	VACT	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
324	สูง	VV	VATT	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
325	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
326	40	NU	DCNM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
327	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
328	ชั้น	CL	CNIT	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
329	ประมาณ	AJ	DIBQ	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
330	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
331	3	NU	DCNM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
332	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
333	หมื่น	NU	CNIT	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
334	ห้อง	CL	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
335	ๆ	PU	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
336	ละ	PS	RPRE	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
337	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
338	1	NU	DCNM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
339	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
340	ล้าน	NU	CNIT	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
341	บาท	CL	NCMN	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
342	คาด	VV	VACT	E_CLS	I_SENT	N	-	arg2[320]|arg1[365]
343	ว่า	CC	JSBR	B_CLS	I_SENT	N	-	arg2[320]|arg1[365]
344	จะ	AX	XVBM	I_CLS	I_SENT	N	-	arg2[320]|arg1[365]
